"sub";"post";"social_time";"social_type";"post_type";"test_time";"accuracy"
"26";"11";1,784;1;2;1,07415272245498;"1"
"26";"12";1,784;1;1;0,592100003686834;"1"
"26";"13";1,784;1;2;0,395784081835873;"1"
"26";"14";1,784;1;1;-0,336358298414117;"0"
"26";"15";1,784;1;2;-0,26148427727331;"0"
"26";"16";1,784;1;1;-1,5879064320285;"1"
"26";"17";1,784;1;2;-0,25083415360258;"1"
"26";"18";1,784;1;1;0,133291802463334;"1"
"26";"19";1,784;1;2;0,844225525380184;"1"
"26";"20";1,784;1;1;-0,0522791918306744;"1"
"27";"1";1,084;2;2;-0,306351492693008;"1"
"27";"2";1,084;2;1;-0,632620396084712;"0"
"27";"3";1,084;2;2;0,629164041819896;"1"
"27";"4";1,084;2;1;0,348256096020054;"1"
"27";"5";1,084;2;2;0,153053699634243;"0"
"27";"6";1,084;2;1;0,796814202672833;"1"
"27";"7";1,084;2;2;-0,0160426218471105;"0"
"27";"8";1,084;2;1;-0,973759812537317;"0"
"27";"9";1,084;2;2;0,268430153014675;"0"
"27";"10";1,084;2;1;-0,331548655708612;"0"
"27";"11";1,084;2;2;-0,296175252595864;"1"
"27";"12";1,084;2;1;0,714208364484587;"0"
"27";"13";1,084;2;2;1,07312317170446;"0"
"27";"14";1,084;2;1;0,366746571652868;"1"
"27";"15";1,084;2;2;0,974477142117126;"1"
"27";"16";1,084;2;1;-0,339698633186717;"0"
"27";"17";1,084;2;2;0,995876924656431;"1"
"27";"18";1,084;2;1;-0,624751962522762;"0"
"27";"19";1,084;2;2;-0,303911965609098;"1"
"27";"20";1,084;2;1;-0,282740281892791;"1"
"28";"1";-0,216;1;2;-0,534100975083979;"0"
"28";"2";-0,216;1;1;-1,24131824707703;"0"
"28";"3";-0,216;1;2;-0,56822180874569;"1"
"28";"4";-0,216;1;1;-0,70351895376983;"1"
"28";"5";-0,216;1;2;-0,972418679037711;"0"
"28";"6";-0,216;1;1;-1,2925313188096;"1"
"28";"7";-0,216;1;2;0,128057052286662;"1"
"28";"8";-0,216;1;1;-1,57083770216209;"0"
"28";"9";-0,216;1;2;-1,19263826634922;"0"
"28";"10";-0,216;1;1;0,141862457167044;"1"
"28";"11";-0,216;1;2;-0,792049497349495;"0"
"28";"12";-0,216;1;1;-0,697577261855213;"0"
"28";"13";-0,216;1;2;-1,15248861790333;"0"
"28";"14";-0,216;1;1;-0,883273795318882;"0"
"28";"15";-0,216;1;2;-0,617338003901049;"0"
"28";"16";-0,216;1;1;-0,917372606332989;"1"
"28";"17";-0,216;1;2;-1,06389495932225;"0"
"28";"18";-0,216;1;1;-0,145736386465785;"1"
"28";"19";-0,216;1;2;-0,928406309017835;"0"
"28";"20";-0,216;1;1;-1,02440568249942;"0"
"29";"1";-2,116;2;2;-0,727339568271757;"0"
"29";"2";-2,116;2;1;-0,500607945049777;"0"
"29";"3";-2,116;2;2;-0,550436389295313;"0"
"29";"4";-2,116;2;1;0,180706440606142;"0"
"29";"5";-2,116;2;2;-1,22668371519429;"0"
"29";"6";-2,116;2;1;0,0107509913218347;"1"
"29";"7";-2,116;2;2;0,0875219786905459;"0"
"29";"8";-2,116;2;1;-1,09428827491175;"0"
"29";"9";-2,116;2;2;0,201084398275641;"1"
"29";"10";-2,116;2;1;-1,45305776212979;"0"
"29";"11";-2,116;2;2;0,115288910269069;"0"
"29";"12";-2,116;2;1;-1,1008612678428;"0"
"29";"13";-2,116;2;2;-0,54972114125927;"0"
"29";"14";-2,116;2;1;-0,341837531187913;"0"
"29";"15";-2,116;2;2;0,339830350413187;"0"
"29";"16";-2,116;2;1;0,0299565987377639;"0"
"29";"17";-2,116;2;2;0,0332484797062572;"0"
"29";"18";-2,116;2;1;-1,4278457040338;"0"
"29";"19";-2,116;2;2;-0,0829817450782022;"1"
"29";"20";-2,116;2;1;-0,364043712560719;"0"
"30";"1";3,084;1;2;1,54891009205736;"0"
"30";"2";3,084;1;1;0,996655287498681;"1"
"30";"3";3,084;1;2;1,82196056642041;"1"
"30";"4";3,084;1;1;0,847309388191041;"1"
"30";"5";3,084;1;2;1,53613013154284;"1"
"30";"6";3,084;1;1;1,72146771500001;"1"
"30";"7";3,084;1;2;1,81386383841757;"1"
"30";"8";3,084;1;1;1,5899549166643;"1"
"30";"9";3,084;1;2;1,36543223383413;"1"
"30";"10";3,084;1;1;1,54935464072425;"1"
"30";"11";3,084;1;2;1,38756767629341;"1"
"30";"12";3,084;1;1;0,911530150004967;"1"
"30";"13";3,084;1;2;0,79290758200167;"0"
"30";"14";3,084;1;1;2,06472072034207;"1"
"30";"15";3,084;1;2;1,30060320561688;"0"
"30";"16";3,084;1;1;1,62355772398745;"1"
"30";"17";3,084;1;2;1,41977576374875;"1"
"30";"18";3,084;1;1;1,34327246952945;"1"
"30";"19";3,084;1;2;1,31334988775267;"1"
"30";"20";3,084;1;1;2,0931925641445;"1"
"31";"1";-1,916;2;2;-0,365921070590748;"0"
"31";"2";-1,916;2;1;-0,148424213230619;"0"
"31";"3";-1,916;2;2;0,0797118552801793;"1"
"31";"4";-1,916;2;1;0,566195868974347;"0"
"31";"5";-1,916;2;2;-0,557795984877424;"0"
"31";"6";-1,916;2;1;-0,570172937460351;"0"
"31";"7";-1,916;2;2;0,0104525864322441;"0"
"31";"8";-1,916;2;1;0,286678994795501;"1"
"31";"9";-1,916;2;2;0,0666792775247717;"0"
"31";"10";-1,916;2;1;-0,130399961747408;"0"
"31";"11";-1,916;2;2;0,0150459444531339;"0"
"31";"12";-1,916;2;1;-0,987910440261751;"0"
"31";"13";-1,916;2;2;-0,229185300285103;"0"
"31";"14";-1,916;2;1;-0,231288492248787;"1"
"31";"15";-1,916;2;2;0,497884482565041;"1"
"31";"16";-1,916;2;1;0,504755963990794;"0"
"31";"17";-1,916;2;2;-0,251044399396093;"0"
"31";"18";-1,916;2;1;-0,45011219949236;"0"
"31";"19";-1,916;2;2;-0,0265513201966696;"1"
"31";"20";-1,916;2;1;-0,08767772321375;"0"
"32";"1";0,584;1;2;-1,45080311218224;"1"
"32";"2";0,584;1;1;-0,824685982392181;"0"
"32";"3";0,584;1;2;-0,0503119443686697;"1"
"32";"4";0,584;1;1;-1,01924176505546;"1"
"32";"5";0,584;1;2;-0,163842639709025;"1"
"32";"6";0,584;1;1;-0,573456420421047;"0"
"32";"7";0,584;1;2;-0,985685900737444;"1"
"32";"8";0,584;1;1;-0,570725290912581;"0"
"32";"9";0,584;1;2;0,46811570152067;"1"
"32";"10";0,584;1;1;0,200085394615443;"0"
"32";"11";0,584;1;2;-0,234945417476977;"0"
"32";"12";0,584;1;1;-0,110523176407419;"0"
"32";"13";0,584;1;2;-0,493295202451779;"1"
"32";"14";0,584;1;1;-0,53289153687166;"1"
"32";"15";0,584;1;2;-0,202600269983096;"0"
"32";"16";0,584;1;1;-1,06808997272214;"0"
"32";"17";0,584;1;2;-0,307268463473314;"0"
"32";"18";0,584;1;1;-1,18483805225886;"0"
"32";"19";0,584;1;2;-1,1262720011453;"0"
"32";"20";0,584;1;1;-0,969137734321445;"0"
"33";"1";1,884;2;2;-0,941858023803556;"0"
"33";"2";1,884;2;1;-0,624524516073914;"1"
"33";"3";1,884;2;2;1,24850161804993;"1"
"33";"4";1,884;2;1;0,564706622649208;"0"
"33";"5";1,884;2;2;0,926115808499708;"1"
"33";"6";1,884;2;1;0,95393869520223;"0"
"33";"7";1,884;2;2;-0,657141580834326;"0"
"33";"8";1,884;2;1;0,3726445753459;"1"
"33";"9";1,884;2;2;2,3361553001763;"1"
"33";"10";1,884;2;1;-0,566768917106084;"0"
"33";"11";1,884;2;2;-0,02472542314419;"1"
"33";"12";1,884;2;1;-0,30049970787199;"1"
"33";"13";1,884;2;2;1,04337059653003;"1"
"33";"14";1,884;2;1;0,279066315917765;"0"
"33";"15";1,884;2;2;0,771744163351489;"1"
"33";"16";1,884;2;1;0,067777052326053;"1"
"33";"17";1,884;2;2;0,563975925958949;"1"
"33";"18";1,884;2;1;-0,00641763916081517;"1"
"33";"19";1,884;2;2;0,783842290924066;"1"
"33";"20";1,884;2;1;1,09142596850349;"1"
"34";"1";1,684;1;2;-0,533980892766181;"0"
"34";"2";1,684;1;1;0,216637433530409;"0"
"34";"3";1,684;1;2;-0,408927080090282;"0"
"34";"4";1,684;1;1;0,277436448387098;"0"
"34";"5";1,684;1;2;-1,09875373327071;"0"
"34";"6";1,684;1;1;-0,294908653947115;"0"
"34";"7";1,684;1;2;0,540022355045787;"0"
"34";"8";1,684;1;1;0,768047162447383;"1"
"34";"9";1,684;1;2;-0,706706182177194;"0"
"34";"10";1,684;1;1;0,572983011121141;"1"
"34";"11";1,684;1;2;0,430512933669199;"0"
"34";"12";1,684;1;1;0,210399198369539;"0"
"34";"13";1,684;1;2;-0,483401904028812;"1"
"34";"14";1,684;1;1;1,05980036127089;"0"
"34";"15";1,684;1;2;0,583998667661195;"1"
"34";"16";1,684;1;1;-0,747146815929597;"1"
"34";"17";1,684;1;2;0,703728572140965;"1"
"34";"18";1,684;1;1;0,965458916309267;"1"
"34";"19";1,684;1;2;0,44326596145772;"0"
"34";"20";1,684;1;1;-1,09731944905699;"1"
"35";"1";-0,616;2;2;-0,305036182190142;"1"
"35";"2";-0,616;2;1;-0,699522740069257;"1"
"35";"3";-0,616;2;2;-0,154472882497487;"0"
"35";"4";-0,616;2;1;-0,623012349585797;"1"
"35";"5";-0,616;2;2;-0,537061529708151;"0"
"35";"6";-0,616;2;1;-0,50846914010022;"0"
"35";"7";-0,616;2;2;-0,750640810291471;"0"
"35";"8";-0,616;2;1;-0,796187202390825;"0"
"35";"9";-0,616;2;2;-0,898309667091398;"0"
"35";"10";-0,616;2;1;0,300716907630425;"1"
"35";"11";-0,616;2;2;0,812917482638022;"1"
"35";"12";-0,616;2;1;-0,901837815388892;"1"
"35";"13";-0,616;2;2;-0,622341170367154;"1"
"35";"14";-0,616;2;1;-0,113367640725718;"0"
"35";"15";-0,616;2;2;-0,100167714679967;"0"
"35";"16";-0,616;2;1;-0,582143482042168;"0"
"35";"17";-0,616;2;2;-0,126714133933421;"1"
"35";"18";-0,616;2;1;-0,250666400381859;"1"
"35";"19";-0,616;2;2;-0,325387717744292;"0"
"35";"20";-0,616;2;1;-0,796690426353092;"1"
"36";"1";-2,316;1;2;-0,201453295011152;"0"
"36";"2";-2,316;1;1;-1,1861685617385;"0"
"36";"3";-2,316;1;2;0,123139342805348;"1"
"36";"4";-2,316;1;1;0,268598549561007;"1"
"36";"5";-2,316;1;2;-0,296282277371605;"1"
"36";"6";-2,316;1;1;0,0613975890809283;"0"
"36";"7";-2,316;1;2;-0,493934057515273;"0"
"36";"8";-2,316;1;1;0,156495073176185;"1"
"36";"9";-2,316;1;2;0,329147349503652;"1"
"36";"10";-2,316;1;1;0,634891197703602;"0"
"36";"11";-2,316;1;2;0,182725579546214;"0"
"36";"12";-2,316;1;1;0,398487006289401;"0"
"36";"13";-2,316;1;2;0,488226811211475;"1"
"36";"14";-2,316;1;1;0,384482886980525;"1"
"36";"15";-2,316;1;2;0,0953920441446588;"1"
"36";"16";-2,316;1;1;-0,0662081060509514;"1"
"36";"17";-2,316;1;2;-0,774328001316176;"1"
"36";"18";-2,316;1;1;-0,270698366532615;"0"
"36";"19";-2,316;1;2;0,126070507968575;"0"
"36";"20";-2,316;1;1;-0,386496481440469;"0"
"37";"1";1,284;2;2;0,41843012529645;"1"
"37";"2";1,284;2;1;-0,803156086679691;"1"
"37";"3";1,284;2;2;-0,0671128861835999;"0"
"37";"4";1,284;2;1;0,406704940048287;"0"
"37";"5";1,284;2;2;-0,42251779929469;"0"
"37";"6";1,284;2;1;-0,541619824500358;"1"
"37";"7";1,284;2;2;-0,661589669136922;"1"
"37";"8";1,284;2;1;-0,0525915993446447;"0"
"37";"9";1,284;2;2;0,697672798770151;"1"
"37";"10";1,284;2;1;0,0733074273925852;"0"
"37";"11";1,284;2;2;0,031490758732599;"0"
"37";"12";1,284;2;1;-0,701794191505518;"0"
"37";"13";1,284;2;2;-0,233674636451354;"1"
"37";"14";1,284;2;1;0,757257224399189;"1"
"37";"15";1,284;2;2;0,0990053428280451;"0"
"37";"16";1,284;2;1;0,299169232078589;"0"
"37";"17";1,284;2;2;-0,310170091537582;"0"
"37";"18";1,284;2;1;-1,14131729604171;"0"
"37";"19";1,284;2;2;0,354704709088528;"0"
"37";"20";1,284;2;1;0,905984175402671;"1"
"38";"1";0,484;1;2;-0,715542101233797;"1"
"38";"2";0,484;1;1;-1,68524809352004;"0"
"38";"3";0,484;1;2;-0,478963648118151;"0"
"38";"4";0,484;1;1;-0,441901611702245;"1"
"38";"5";0,484;1;2;-0,175916795174308;"1"
"38";"6";0,484;1;1;-1,0937576319862;"0"
"38";"7";0,484;1;2;-0,993273084402552;"1"
"38";"8";0,484;1;1;-1,66273609855503;"0"
"38";"9";0,484;1;2;-1,44183182690666;"0"
"38";"10";0,484;1;1;-1,78720984008202;"0"
"38";"11";0,484;1;2;-0,697793792231621;"0"
"38";"12";0,484;1;1;-0,559404160390391;"0"
"38";"13";0,484;1;2;-1,67306649869716;"1"
"38";"14";0,484;1;1;-0,904871603101229;"0"
"38";"15";0,484;1;2;-2,07752127916974;"0"
"38";"16";0,484;1;1;0,468474413337355;"1"
"38";"17";0,484;1;2;-0,85615325682033;"1"
"38";"18";0,484;1;1;-0,882965262669515;"0"
"38";"19";0,484;1;2;-0,974976724385908;"0"
"38";"20";0,484;1;1;-0,777236391635065;"1"
"39";"1";2,484;2;2;1,4654475470349;"1"
"39";"2";2,484;2;1;-0,0730373607709818;"0"
"39";"3";2,484;2;2;0,491579934157853;"1"
"39";"4";2,484;2;1;0,183783297033064;"0"
"39";"5";2,484;2;2;0,606933040438589;"1"
"39";"6";2,484;2;1;0,670994980433651;"1"
"39";"7";2,484;2;2;0,614617791868434;"1"
"39";"8";2,484;2;1;0,577072384084509;"0"
"39";"9";2,484;2;2;2,07957537053469;"1"
"39";"10";2,484;2;1;0,775956907952405;"1"
"39";"11";2,484;2;2;1,21560970831377;"1"
"39";"12";2,484;2;1;1,01890083746224;"1"
"39";"13";2,484;2;2;2,19662532813915;"1"
"39";"14";2,484;2;1;1,11527563388245;"0"
"39";"15";2,484;2;2;2,41908074546006;"1"
"39";"16";2,484;2;1;0,465515189378878;"1"
"39";"17";2,484;2;2;0,47380957860748;"1"
"39";"18";2,484;2;1;0,866202910455274;"1"
"39";"19";2,484;2;2;1,31913420299063;"1"
"39";"20";2,484;2;1;2,79553195299621;"1"
"40";"1";-2,416;1;2;-0,360632981943437;"0"
"40";"2";-2,416;1;1;-0,658850072592195;"1"
"40";"3";-2,416;1;2;0,479586561153206;"0"
"40";"4";-2,416;1;1;0,544823385261888;"1"
"40";"5";-2,416;1;2;-0,0265072389749284;"0"
"40";"6";-2,416;1;1;-0,484450641398863;"1"
"40";"7";-2,416;1;2;-0,422704008624035;"0"
"40";"8";-2,416;1;1;-1,59284533707244;"0"
"40";"9";-2,416;1;2;-1,01895362053776;"1"
"40";"10";-2,416;1;1;-0,903007728581034;"0"
"40";"11";-2,416;1;2;-0,131596042939205;"0"
"40";"12";-2,416;1;1;0,467061218157268;"1"
"40";"13";-2,416;1;2;-0,688860684418069;"1"
"40";"14";-2,416;1;1;-0,0239654514725607;"1"
"40";"15";-2,416;1;2;0,263229524189674;"1"
"40";"16";-2,416;1;1;-1,36040689842642;"0"
"40";"17";-2,416;1;2;-0,576251259661688;"0"
"40";"18";-2,416;1;1;-0,713650465788437;"1"
"40";"19";-2,416;1;2;-0,611235724824882;"1"
"40";"20";-2,416;1;1;0,255496713788561;"1"
"41";"1";-0,216;2;2;-1,15564850317623;"1"
"41";"2";-0,216;2;1;-1,55415400867042;"1"
"41";"3";-0,216;2;2;-0,145198337992582;"1"
"41";"4";-0,216;2;1;-0,275135215137018;"1"
"41";"5";-0,216;2;2;-1,77790210364925;"0"
"41";"6";-0,216;2;1;-0,818544635015827;"0"
"41";"7";-0,216;2;2;-0,901634633813703;"0"
"41";"8";-0,216;2;1;-0,665508943079786;"0"
"41";"9";-0,216;2;2;-0,495052795845581;"1"
"41";"10";-0,216;2;1;-0,731975326371614;"0"
"41";"11";-0,216;2;2;-1,15965089412872;"0"
"41";"12";-0,216;2;1;-0,561982889158004;"0"
"41";"13";-0,216;2;2;-0,0520494743850202;"0"
"41";"14";-0,216;2;1;-0,0364225825377675;"1"
"41";"15";-0,216;2;2;-0,271631696219481;"0"
"41";"16";-0,216;2;1;-0,762468896346933;"0"
"41";"17";-0,216;2;2;0,0702416960206849;"1"
"41";"18";-0,216;2;1;-1,01151026595693;"0"
"41";"19";-0,216;2;2;-0,223800350689465;"1"
"41";"20";-0,216;2;1;-0,430380587385523;"1"
"42";"1";0,784;1;2;-0,448176602612793;"0"
"42";"2";0,784;1;1;-0,934177440085504;"0"
"42";"3";0,784;1;2;0,217454011983181;"0"
"42";"4";0,784;1;1;-0,423140977867922;"1"
"42";"5";0,784;1;2;0,548947055722176;"1"
"42";"6";0,784;1;1;-0,0804153442905042;"1"
"42";"7";0,784;1;2;0,00538017654231049;"1"
"42";"8";0,784;1;1;-0,763793522847488;"0"
"42";"9";0,784;1;2;-0,526122316624624;"0"
"42";"10";0,784;1;1;-0,433868695683879;"0"
"42";"11";0,784;1;2;-0,0359188907685383;"1"
"42";"12";0,784;1;1;0,226490881679153;"0"
"42";"13";0,784;1;2;-0,14426056617939;"0"
"42";"14";0,784;1;1;-0,196983159116242;"1"
"42";"15";0,784;1;2;0,0778254929914329;"0"
"42";"16";0,784;1;1;0,54705789509705;"0"
"42";"17";0,784;1;2;-0,337739224296507;"0"
"42";"18";0,784;1;1;-0,96297187462516;"0"
"42";"19";0,784;1;2;-0,581036612136479;"0"
"42";"20";0,784;1;1;-0,900367572202043;"0"
"43";"1";-1,216;2;2;-0,376073915572194;"0"
"43";"2";-1,216;2;1;0,144466647717965;"1"
"43";"3";-1,216;2;2;-0,831669005398831;"0"
"43";"4";-1,216;2;1;-0,831914777334068;"1"
"43";"5";-1,216;2;2;0,114518934791924;"1"
"43";"6";-1,216;2;1;0,249731070664618;"0"
"43";"7";-1,216;2;2;1,09258475210936;"1"
"43";"8";-1,216;2;1;-0,306627190132827;"0"
"43";"9";-1,216;2;2;0,0257982090287768;"0"
"43";"10";-1,216;2;1;0,211924751663505;"1"
"43";"11";-1,216;2;2;-0,0888315531897341;"1"
"43";"12";-1,216;2;1;0,364461404821047;"1"
"43";"13";-1,216;2;2;0,0823318156103904;"1"
"43";"14";-1,216;2;1;-0,0379961754006633;"0"
"43";"15";-1,216;2;2;0,0750956918035567;"1"
"43";"16";-1,216;2;1;-0,495437648563204;"0"
"43";"17";-1,216;2;2;0,487773646469471;"0"
"43";"18";-1,216;2;1;0,21148213592995;"1"
"43";"19";-1,216;2;2;0,532296059693283;"0"
"43";"20";-1,216;2;1;0,683634052747302;"1"
"44";"1";-2,016;1;2;0,223427016360332;"1"
"44";"2";-2,016;1;1;0,319986272165154;"1"
"44";"3";-2,016;1;2;-0,413939258557365;"0"
"44";"4";-2,016;1;1;-0,516626781723943;"0"
"44";"5";-2,016;1;2;-0,935591215789741;"0"
"44";"6";-2,016;1;1;-0,247241012692754;"0"
"44";"7";-2,016;1;2;0,258753878893119;"1"
"44";"8";-2,016;1;1;-1,21384267756501;"0"
"44";"9";-2,016;1;2;-1,15216246387027;"1"
"44";"10";-2,016;1;1;0,172945357592913;"1"
"44";"11";-2,016;1;2;0,966392807546753;"0"
"44";"12";-2,016;1;1;-0,00190072317966687;"1"
"44";"13";-2,016;1;2;-0,413363781748456;"1"
"44";"14";-2,016;1;1;-0,701235510535582;"0"
"44";"15";-2,016;1;2;-0,856679002783868;"0"
"44";"16";-2,016;1;1;-0,959885777537585;"0"
"44";"17";-2,016;1;2;-0,0656174596600251;"1"
"44";"18";-2,016;1;1;-1,10763979600897;"0"
"44";"19";-2,016;1;2;0,250107098225092;"1"
"44";"20";-2,016;1;1;-1,38939473326925;"0"
"45";"1";0,684;2;2;-0,828922257286402;"0"
"45";"2";0,684;2;1;0,725825936693548;"1"
"45";"3";0,684;2;2;-0,422280302098083;"1"
"45";"4";0,684;2;1;1,57081993037965;"1"
"45";"5";0,684;2;2;0,620754253473649;"0"
"45";"6";0,684;2;1;-0,269732682465661;"0"
"45";"7";0,684;2;2;0,304037000517633;"1"
"45";"8";0,684;2;1;0,530581708425927;"1"
"45";"9";0,684;2;2;-0,277830215258614;"0"
"45";"10";0,684;2;1;-0,00579892130484645;"1"
"45";"11";0,684;2;2;0,624966550410934;"1"
"45";"12";0,684;2;1;-0,182537365145392;"1"
"45";"13";0,684;2;2;-0,568461154978043;"0"
"45";"14";0,684;2;1;1,2314292819103;"1"
"45";"15";0,684;2;2;0,509819799774394;"0"
"45";"16";0,684;2;1;0,424896589990591;"1"
"45";"17";0,684;2;2;0,665529650711685;"1"
"45";"18";0,684;2;1;0,0836207062909656;"1"
"45";"19";0,684;2;2;-0,312367064582232;"1"
"45";"20";0,684;2;1;-0,619874426455087;"0"
"46";"1";0,484;1;2;-0,745462760976303;"1"
"46";"2";0,484;1;1;0,262178606893248;"1"
"46";"3";0,484;1;2;-0,395444743665629;"1"
"46";"4";0,484;1;1;-0,156202933004313;"0"
"46";"5";0,484;1;2;0,129818898995155;"1"
"46";"6";0,484;1;1;-0,291163766404299;"1"
"46";"7";0,484;1;2;0,497461990351796;"1"
"46";"8";0,484;1;1;0,00239026534783925;"0"
"46";"9";0,484;1;2;-0,398698679003493;"0"
"46";"10";0,484;1;1;0,0332712549084674;"0"
"46";"11";0,484;1;2;0,315980200341447;"1"
"46";"12";0,484;1;1;0,155206488384612;"0"
"46";"13";0,484;1;2;-0,519765301427935;"0"
"46";"14";0,484;1;1;-0,875473564833805;"0"
"46";"15";0,484;1;2;0,440763712790203;"1"
"46";"16";0,484;1;1;-0,478541704585666;"0"
"46";"17";0,484;1;2;-0,110780496077525;"1"
"46";"18";0,484;1;1;-0,198103757903562;"1"
"46";"19";0,484;1;2;0,586437762254443;"1"
"46";"20";0,484;1;1;-1,09649152931874;"1"
"47";"1";-1,316;2;2;-0,432474541756162;"1"
"47";"2";-1,316;2;1;-1,82113987481505;"1"
"47";"3";-1,316;2;2;-0,486935123916782;"0"
"47";"4";-1,316;2;1;-0,120554216975863;"1"
"47";"5";-1,316;2;2;-0,433889324544044;"1"
"47";"6";-1,316;2;1;-0,652066611841557;"0"
"47";"7";-1,316;2;2;-0,442885225539443;"0"
"47";"8";-1,316;2;1;-0,825572570434089;"1"
"47";"9";-1,316;2;2;-1,07700578687528;"0"
"47";"10";-1,316;2;1;-0,629261089228156;"1"
"47";"11";-1,316;2;2;-0,235776819655329;"0"
"47";"12";-1,316;2;1;-1,60166198035458;"0"
"47";"13";-1,316;2;2;-1,69409355892625;"1"
"47";"14";-1,316;2;1;0,735310183408503;"0"
"47";"15";-1,316;2;2;-0,412964261986446;"1"
"47";"16";-1,316;2;1;-0,785627763164097;"1"
"47";"17";-1,316;2;2;-1,46065418836238;"1"
"47";"18";-1,316;2;1;-0,564804465795562;"0"
"47";"19";-1,316;2;2;-1,12990790290208;"0"
"47";"20";-1,316;2;1;-0,748847299396153;"0"
"48";"1";0,284;1;2;0,0756375388339867;"0"
"48";"2";0,284;1;1;-1,34891590346061;"1"
"48";"3";0,284;1;2;-0,794873839602604;"0"
"48";"4";0,284;1;1;0,0624762197509557;"0"
"48";"5";0,284;1;2;-1,53100270282382;"0"
"48";"6";0,284;1;1;-1,17751926752377;"1"
"48";"7";0,284;1;2;-1,36912463208203;"0"
"48";"8";0,284;1;1;-0,760632436836354;"0"
"48";"9";0,284;1;2;-0,800660786561467;"0"
"48";"10";0,284;1;1;-0,782587254914471;"0"
"48";"11";0,284;1;2;-0,897688170511879;"0"
"48";"12";0,284;1;1;-1,51348566228826;"0"
"48";"13";0,284;1;2;-1,17349574862975;"0"
"48";"14";0,284;1;1;-0,513575230362316;"1"
"48";"15";0,284;1;2;-1,75830959240865;"1"
"48";"16";0,284;1;1;-0,416949159037279;"0"
"48";"17";0,284;1;2;-0,821528126984094;"1"
"48";"18";0,284;1;1;-0,591956764743363;"1"
"48";"19";0,284;1;2;-0,267435896481658;"0"
"48";"20";0,284;1;1;-0,510555337970213;"0"
"49";"1";3,784;2;2;2,16946763162118;"1"
"49";"2";3,784;2;1;2,20636416665024;"1"
"49";"3";3,784;2;2;2,84831464504494;"1"
"49";"4";3,784;2;1;3,06132659811509;"1"
"49";"5";3,784;2;2;2,42832981309329;"1"
"49";"6";3,784;2;1;2,61909952029593;"1"
"49";"7";3,784;2;2;3,16956916322262;"1"
"49";"8";3,784;2;1;3,25787800694644;"1"
"49";"9";3,784;2;2;3,19644740503526;"1"
"49";"10";3,784;2;1;2,51764513147152;"1"
"49";"11";3,784;2;2;2,6836821944089;"1"
"49";"12";3,784;2;1;2,44914627221583;"1"
"49";"13";3,784;2;2;2,86955921239075;"1"
"49";"14";3,784;2;1;3,13580675438322;"1"
"49";"15";3,784;2;2;2,86379911683632;"1"
"49";"16";3,784;2;1;2,29870776323731;"1"
"49";"17";3,784;2;2;3,6831303388905;"1"
"49";"18";3,784;2;1;2,32986894779224;"0"
"49";"19";3,784;2;2;2,45403131558863;"1"
"49";"20";3,784;2;1;3,34155386577832;"1"
"50";"1";-1,716;1;2;-0,191072734965686;"0"
"50";"2";-1,716;1;1;-0,678690442740209;"0"
"50";"3";-1,716;1;2;-0,320441637076786;"1"
"50";"4";-1,716;1;1;-0,840845437146499;"0"
"50";"5";-1,716;1;2;-0,271649519724495;"1"
"50";"6";-1,716;1;1;-0,230453571347647;"0"
"50";"7";-1,716;1;2;0,352616074385825;"1"
"50";"8";-1,716;1;1;-0,915278275724869;"0"
"50";"9";-1,716;1;2;-1,15833049946277;"1"
"50";"10";-1,716;1;1;-0,177607470917905;"1"
"50";"11";-1,716;1;2;0,00287138682588424;"1"
"50";"12";-1,716;1;1;-0,772607038253913;"1"
"50";"13";-1,716;1;2;0,804488318213312;"1"
"50";"14";-1,716;1;1;0,643085605057639;"1"
"50";"15";-1,716;1;2;0,431798310833227;"0"
"50";"16";-1,716;1;1;-0,151568126406846;"0"
"50";"17";-1,716;1;2;-0,727772032405222;"0"
"50";"18";-1,716;1;1;-0,214614334596163;"0"
"50";"19";-1,716;1;2;0,0502983410552569;"0"
"50";"20";-1,716;1;1;-0,33162041595318;"0"
"51";"1";1,284;2;2;-0,641072034339177;"1"
"51";"2";1,284;2;1;-0,966801418788998;"0"
"51";"3";1,284;2;2;0,047046065898271;"0"
"51";"4";1,284;2;1;-0,511877220074769;"0"
"51";"5";1,284;2;2;-0,222999368070196;"1"
"51";"6";1,284;2;1;0,783041006327456;"1"
"51";"7";1,284;2;2;0,943537537144964;"0"
"51";"8";1,284;2;1;1,43693983898661;"1"
"51";"9";1,284;2;2;0,215568846316245;"1"
"51";"10";1,284;2;1;-0,25966846441659;"0"
"51";"11";1,284;2;2;0,958395567824458;"1"
"51";"12";1,284;2;1;-0,105272445797203;"1"
"51";"13";1,284;2;2;0,264339627191838;"0"
"51";"14";1,284;2;1;-0,0512332525187806;"1"
"51";"15";1,284;2;2;1,35856512431607;"0"
"51";"16";1,284;2;1;0,493837523592008;"1"
"51";"17";1,284;2;2;0,404130368141872;"1"
"51";"18";1,284;2;1;-0,732052525092284;"1"
"51";"19";1,284;2;2;-0,18784719951298;"0"
"51";"20";1,284;2;1;-0,459576262873382;"0"
"52";"1";-1,116;1;2;-0,555829506542909;"0"
"52";"2";-1,116;1;1;-1,51474038054779;"0"
"52";"3";-1,116;1;2;-1,02159777819062;"0"
"52";"4";-1,116;1;1;0,274349353439191;"1"
"52";"5";-1,116;1;2;-0,648692647493183;"1"
